season,lead_time_min,local_excl_km,guard_excl_km,incl_radius_km,p_incl_causal,n_causal
DJF,30,30,100,25,0.030785910693703823,497143
DJF,30,30,100,40,0.04026406888963538,497143
DJF,60,30,180,25,0.07348755651988408,384378
DJF,60,30,180,40,0.09234659631924824,384378
DJF,90,30,250,25,0.09197659881701915,309557
DJF,90,30,250,40,0.12468139954838689,309557
DJF,120,30,350,25,0.08339502976407,233671
DJF,120,30,350,40,0.1261132104540144,233671
