year,month,day,hour,minute,ncores
2022,6,5,20,0,15
2022,6,9,20,0,19
2022,6,9,20,15,17
2022,6,27,20,0,16
2022,6,30,20,30,16
2022,6,3,16,0,16
2022,6,3,16,45,15
2022,6,6,16,0,20
2022,6,6,16,15,18
2022,6,6,16,30,16
2022,6,9,16,0,20
2022,6,9,16,15,21
2022,6,9,16,30,25
2022,6,9,16,45,22
2022,6,10,16,0,15
2022,6,10,16,30,16
2022,6,10,16,45,18
2022,6,12,16,0,17
2022,6,12,16,15,19
2022,6,12,16,30,18
2022,6,12,16,45,20
2022,6,13,16,0,18
2022,6,13,16,15,15
2022,6,16,16,0,15
2022,6,16,16,15,18
2022,6,16,16,30,19
2022,6,16,16,45,15
2022,6,19,16,0,16
2022,6,19,16,30,15
2022,6,19,16,45,16
2022,6,20,16,0,20
2022,6,20,16,15,23
2022,6,20,16,30,24
2022,6,20,16,45,20
2022,6,21,16,0,20
2022,6,21,16,15,17
2022,6,21,16,30,21
2022,6,21,16,45,16
2022,6,27,16,0,19
2022,6,27,16,15,21
2022,6,27,16,30,19
2022,6,27,16,45,16
2022,6,30,16,15,15
2022,6,30,16,30,19
2022,6,27,21,15,15
2022,6,27,21,30,17
2022,6,22,22,30,15
2022,6,22,22,45,15
2022,6,15,23,45,15
2022,6,21,23,15,15
2022,6,22,23,0,16
2022,6,27,23,0,15
2022,6,27,23,30,15
2022,7,6,17,45,15
2022,7,8,17,0,18
2022,7,8,17,45,19
2022,7,22,17,0,18
2022,7,23,17,0,15
2022,7,23,17,15,15
2022,7,23,17,30,17
2022,7,23,17,45,18
2022,7,8,22,15,15
2022,7,8,16,30,17
2022,7,8,16,45,15
2022,7,19,16,0,15
2022,7,22,16,0,23
2022,7,22,16,15,20
2022,7,22,16,30,22
2022,7,22,16,45,19
2022,7,23,16,0,20
2022,7,23,16,15,20
2022,7,23,16,30,20
2022,7,23,16,45,17
2022,7,6,15,45,15
2022,7,22,15,0,27
2022,7,22,15,15,29
2022,7,22,15,30,27
2022,7,22,15,45,22
2022,7,23,15,15,15
2022,7,23,15,30,16
2022,7,23,15,45,20
2022,7,8,18,0,16
2022,7,8,18,15,15
2022,7,8,18,30,15
2022,7,8,18,45,16
2022,7,23,18,0,17
2022,7,23,18,15,16
2022,7,8,19,30,15
2022,7,23,19,0,16
2022,7,8,14,45,15
2022,7,22,14,0,18
2022,7,22,14,15,24
2022,7,22,14,30,25
2022,7,22,14,45,27
2022,7,22,13,15,17
2022,7,22,13,30,17
2022,7,22,13,45,15
2022,8,27,7,0,15
2022,8,27,8,15,16
2022,8,27,8,30,16
2022,8,27,6,15,15
2022,8,27,10,15,15
2022,8,27,10,45,16
2022,8,27,3,0,15
2022,8,27,3,15,16
2022,8,27,3,30,18
2022,8,27,3,45,15
2022,8,27,4,0,15
2022,8,27,13,15,17
2022,8,27,13,30,19
2022,8,27,13,45,18
2022,8,29,13,45,15
2022,8,3,15,0,16
2022,8,3,15,30,15
2022,8,3,15,45,16
2022,8,6,15,0,20
2022,8,6,15,15,21
2022,8,6,15,45,16
2022,8,11,15,45,15
2022,8,12,15,45,18
2022,8,26,15,15,15
2022,8,26,15,30,18
2022,8,26,15,45,15
2022,8,27,15,0,22
2022,8,27,15,15,21
2022,8,27,15,30,26
2022,8,27,15,45,27
2022,8,28,15,0,18
2022,8,28,15,15,19
2022,8,28,15,30,19
2022,8,28,15,45,21
2022,8,29,15,0,15
2022,8,29,15,30,18
2022,8,29,15,45,19
2022,8,3,14,45,17
2022,8,6,14,15,16
2022,8,6,14,30,16
2022,8,6,14,45,16
2022,8,11,14,30,16
2022,8,11,14,45,15
2022,8,27,14,0,21
2022,8,27,14,15,23
2022,8,27,14,30,21
2022,8,27,14,45,24
2022,8,28,14,0,15
2022,8,28,14,15,17
2022,8,28,14,30,18
2022,8,28,14,45,19
2022,8,29,14,0,15
2022,8,29,14,15,15
2022,8,29,14,30,17
2022,8,27,23,0,17
2022,8,26,21,0,18
2022,8,27,21,0,19
2022,8,27,21,15,15
2022,8,27,22,0,15
2022,8,27,22,15,19
2022,8,27,22,30,21
2022,8,27,22,45,15
2022,8,2,19,0,15
2022,8,3,19,0,15
2022,8,3,19,15,15
2022,8,27,19,0,16
2022,8,27,19,15,20
2022,8,27,19,30,15
2022,8,28,19,30,17
2022,8,26,20,0,15
2022,8,26,20,15,16
2022,8,26,20,30,17
2022,8,26,20,45,17
2022,8,27,20,0,16
2022,8,27,20,15,18
2022,8,27,20,30,21
2022,8,27,20,45,15
2022,8,3,16,0,19
2022,8,3,16,15,19
2022,8,6,16,0,16
2022,8,6,16,30,15
2022,8,7,16,0,17
2022,8,7,16,15,15
2022,8,11,16,0,17
2022,8,12,16,0,15
2022,8,26,16,0,16
2022,8,26,16,15,23
2022,8,26,16,30,23
2022,8,26,16,45,23
2022,8,27,16,0,27
2022,8,27,16,15,22
2022,8,27,16,30,23
2022,8,27,16,45,23
2022,8,28,16,0,24
2022,8,28,16,15,19
2022,8,28,16,30,21
2022,8,28,16,45,22
2022,8,29,16,0,17
2022,8,29,16,15,21
2022,8,29,16,30,22
2022,8,29,16,45,18
2022,8,30,16,0,17
2022,8,30,16,15,17
2022,8,30,16,30,15
2022,8,3,17,45,15
2022,8,6,17,0,16
2022,8,7,17,30,15
2022,8,11,17,0,16
2022,8,11,17,15,16
2022,8,11,17,30,16
2022,8,26,17,0,23
2022,8,26,17,15,20
2022,8,26,17,30,22
2022,8,26,17,45,24
2022,8,27,17,0,20
2022,8,27,17,15,20
2022,8,27,17,30,23
2022,8,27,17,45,22
2022,8,28,17,0,22
2022,8,28,17,15,20
2022,8,28,17,30,17
2022,8,28,17,45,21
2022,8,29,17,0,17
2022,8,29,17,15,20
2022,8,29,17,30,15
2022,8,27,11,0,17
2022,8,27,11,15,16
2022,8,2,18,15,15
2022,8,2,18,30,17
2022,8,2,18,45,19
2022,8,3,18,0,16
2022,8,3,18,15,16
2022,8,3,18,30,16
2022,8,7,18,0,15
2022,8,7,18,15,16
2022,8,7,18,30,15
2022,8,7,18,45,15
2022,8,19,18,30,15
2022,8,26,18,0,20
2022,8,26,18,15,19
2022,8,26,18,30,16
2022,8,26,18,45,16
2022,8,27,18,0,20
2022,8,27,18,15,23
2022,8,27,18,30,29
2022,8,27,18,45,20
2022,8,28,18,0,21
2022,8,28,18,15,19
2022,8,28,18,30,17
2022,8,31,18,30,18
2022,9,23,2,0,16
2022,9,23,2,30,15
2022,9,25,2,30,17
2022,9,25,2,45,16
2022,9,25,4,0,15
2022,9,25,4,15,15
2022,9,25,4,30,17
2022,9,25,4,45,18
2022,9,25,5,45,15
2022,9,23,19,0,19
2022,9,23,19,15,18
2022,9,23,19,30,18
2022,9,23,19,45,17
2022,9,24,19,0,19
2022,9,24,19,15,17
2022,9,24,19,30,15
2022,9,24,19,45,17
2022,9,28,19,0,17
2022,9,28,19,15,16
2022,9,23,22,30,15
2022,9,28,22,0,15
2022,9,28,22,15,16
2022,9,28,22,30,17
2022,9,28,22,45,19
2022,9,5,21,0,15
2022,9,5,21,15,15
2022,9,24,21,30,15
2022,9,24,21,45,17
2022,9,28,21,15,17
2022,9,28,21,30,18
2022,9,28,21,45,17
2022,9,28,23,0,21
2022,9,28,23,15,25
2022,9,28,23,30,15
2022,9,28,23,45,15
2022,9,1,18,0,15
2022,9,1,18,15,16
2022,9,7,18,0,19
2022,9,7,18,45,15
2022,9,13,18,30,17
2022,9,22,18,15,16
2022,9,23,18,0,21
2022,9,23,18,15,22
2022,9,23,18,30,16
2022,9,23,18,45,18
2022,9,24,18,0,20
2022,9,24,18,15,19
2022,9,24,18,30,17
2022,9,24,18,45,17
2022,9,25,18,0,15
2022,9,26,18,0,16
2022,9,26,18,15,18
2022,9,26,18,30,16
2022,9,28,18,0,16
2022,9,28,18,15,19
2022,9,28,18,30,17
2022,9,23,13,30,18
2022,9,23,13,45,17
2022,9,24,13,30,15
2022,9,24,13,45,19
2022,9,5,14,15,15
2022,9,5,14,30,15
2022,9,5,14,45,17
2022,9,7,14,0,15
2022,9,7,14,15,15
2022,9,7,14,45,18
2022,9,9,14,0,16
2022,9,23,14,0,23
2022,9,23,14,15,20
2022,9,23,14,30,21
2022,9,23,14,45,21
2022,9,24,14,0,21
2022,9,24,14,15,16
2022,9,24,14,30,22
2022,9,24,14,45,23
2022,9,25,14,15,17
2022,9,25,14,30,18
2022,9,5,16,0,18
2022,9,5,16,15,19
2022,9,5,16,30,16
2022,9,7,16,0,15
2022,9,7,16,15,15
2022,9,7,16,45,15
2022,9,8,16,45,15
2022,9,13,16,30,15
2022,9,13,16,45,15
2022,9,16,16,15,17
2022,9,16,16,30,15
2022,9,17,16,0,19
2022,9,17,16,45,16
2022,9,20,16,0,15
2022,9,22,16,15,15
2022,9,22,16,45,15
2022,9,23,16,0,34
2022,9,23,16,15,28
2022,9,23,16,30,27
2022,9,23,16,45,28
2022,9,24,16,0,24
2022,9,24,16,15,25
2022,9,24,16,30,23
2022,9,24,16,45,23
2022,9,25,16,0,17
2022,9,25,16,15,19
2022,9,25,16,30,24
2022,9,25,16,45,21
2022,9,28,16,0,19
2022,9,28,16,15,18
2022,9,28,16,30,16
2022,9,28,16,45,18
2022,9,5,15,0,22
2022,9,5,15,15,17
2022,9,5,15,30,16
2022,9,5,15,45,17
2022,9,7,15,0,17
2022,9,7,15,15,15
2022,9,9,15,0,19
2022,9,9,15,15,15
2022,9,17,15,30,16
2022,9,17,15,45,18
2022,9,20,15,15,16
2022,9,20,15,30,16
2022,9,20,15,45,17
2022,9,23,15,0,22
2022,9,23,15,15,24
2022,9,23,15,30,30
2022,9,23,15,45,32
2022,9,24,15,0,19
2022,9,24,15,15,22
2022,9,24,15,30,26
2022,9,24,15,45,28
2022,9,25,15,0,16
2022,9,25,15,15,17
2022,9,25,15,30,18
2022,9,25,15,45,17
2022,9,26,15,30,15
2022,9,28,15,30,15
2022,9,28,15,45,15
2022,9,1,17,15,15
2022,9,5,17,0,20
2022,9,5,17,15,19
2022,9,5,17,30,19
2022,9,5,17,45,18
2022,9,7,17,15,15
2022,9,7,17,45,16
2022,9,13,17,30,16
2022,9,13,17,45,16
2022,9,17,17,0,18
2022,9,17,17,15,18
2022,9,17,17,30,17
2022,9,22,17,0,18
2022,9,22,17,15,18
2022,9,22,17,30,18
2022,9,22,17,45,16
2022,9,23,17,0,28
2022,9,23,17,15,28
2022,9,23,17,30,27
2022,9,23,17,45,23
2022,9,24,17,0,25
2022,9,24,17,15,23
2022,9,24,17,30,22
2022,9,24,17,45,21
2022,9,25,17,0,21
2022,9,25,17,15,19
2022,9,25,17,30,20
2022,9,26,17,45,15
2022,9,28,17,0,21
2022,9,28,17,15,18
2022,9,28,17,30,20
2022,9,28,17,45,18
2022,9,30,17,0,19
2022,9,5,20,45,15
2022,9,23,20,0,17
2022,9,23,20,15,16
2022,9,24,20,0,20
2022,9,24,20,15,19
2022,9,24,20,30,16
2022,9,28,20,30,19
2023,6,15,13,45,15
2023,6,27,13,30,17
2023,6,27,13,45,23
2023,6,1,15,45,15
2023,6,5,15,45,15
2023,6,6,15,0,19
2023,6,6,15,15,19
2023,6,6,15,30,22
2023,6,6,15,45,24
2023,6,10,15,30,15
2023,6,12,15,30,15
2023,6,14,15,0,60
2023,6,14,15,15,61
2023,6,14,15,45,57
2023,6,15,15,0,21
2023,6,15,15,15,22
2023,6,15,15,30,19
2023,6,15,15,45,21
2023,6,17,15,0,16
2023,6,17,15,15,18
2023,6,17,15,30,21
2023,6,17,15,45,20
2023,6,20,15,45,15
2023,6,26,15,45,16
2023,6,27,15,0,21
2023,6,27,15,15,22
2023,6,27,15,30,22
2023,6,27,15,45,15
2023,6,1,16,30,18
2023,6,1,16,45,18
2023,6,5,16,30,15
2023,6,6,16,0,25
2023,6,6,16,15,20
2023,6,6,16,30,21
2023,6,6,16,45,20
2023,6,12,16,45,16
2023,6,14,16,15,58
2023,6,15,16,0,20
2023,6,15,16,15,21
2023,6,15,16,30,21
2023,6,15,16,45,20
2023,6,17,16,0,21
2023,6,17,16,15,24
2023,6,17,16,30,20
2023,6,17,16,45,19
2023,6,25,16,0,16
2023,6,25,16,15,19
2023,6,25,16,30,15
2023,6,25,16,45,15
2023,6,26,16,0,15
2023,6,26,16,15,15
2023,6,26,16,45,15
2023,6,27,16,0,18
2023,6,27,16,15,19
2023,6,27,16,30,20
2023,6,27,16,45,18
2023,6,1,14,30,15
2023,6,5,14,15,15
2023,6,6,14,45,19
2023,6,14,14,45,65
2023,6,15,14,0,19
2023,6,15,14,15,18
2023,6,15,14,30,21
2023,6,15,14,45,22
2023,6,17,14,15,17
2023,6,17,14,30,20
2023,6,17,14,45,15
2023,6,27,14,0,20
2023,6,27,14,15,21
2023,6,27,14,30,18
2023,6,27,14,45,24
2023,6,6,20,0,22
2023,6,6,20,15,21
2023,6,6,20,30,18
2023,6,6,20,45,17
2023,6,25,20,15,15
2023,6,25,20,30,15
2023,6,25,20,45,16
2023,6,6,21,0,15
2023,6,4,19,0,15
2023,6,5,19,0,15
2023,6,6,19,0,19
2023,6,6,19,15,18
2023,6,6,19,30,19
2023,6,6,19,45,18
2023,6,15,19,0,15
2023,6,15,19,15,16
2023,6,25,19,0,15
2023,6,25,19,30,15
2023,6,25,19,45,15
2023,6,1,17,0,19
2023,6,1,17,15,19
2023,6,1,17,30,18
2023,6,5,17,15,17
2023,6,5,17,30,16
2023,6,5,17,45,15
2023,6,6,17,0,18
2023,6,6,17,15,16
2023,6,6,17,30,16
2023,6,6,17,45,16
2023,6,15,17,0,19
2023,6,15,17,15,17
2023,6,15,17,30,15
2023,6,15,17,45,16
2023,6,17,17,0,20
2023,6,17,17,15,19
2023,6,17,17,30,16
2023,6,17,17,45,17
2023,6,20,17,0,19
2023,6,20,17,15,17
2023,6,20,17,30,15
2023,6,20,17,45,15
2023,6,25,17,0,17
2023,6,25,17,15,20
2023,6,25,17,30,17
2023,6,25,17,45,16
2023,6,27,17,0,15
2023,6,27,17,15,16
2023,6,27,17,30,15
2023,6,27,17,45,15
2023,6,5,18,0,18
2023,6,6,18,0,18
2023,6,6,18,15,23
2023,6,6,18,30,19
2023,6,6,18,45,20
2023,6,15,18,0,15
2023,6,17,18,0,15
2023,6,20,18,0,15
2023,6,25,18,0,15
2023,7,28,13,0,20
2023,7,28,13,15,21
2023,7,28,13,30,23
2023,7,28,13,45,22
2023,7,10,23,45,16
2023,7,2,16,0,17
2023,7,2,16,15,18
2023,7,2,16,30,19
2023,7,2,16,45,21
2023,7,5,16,30,15
2023,7,5,16,45,19
2023,7,10,16,0,15
2023,7,10,16,15,17
2023,7,10,16,30,22
2023,7,10,16,45,22
2023,7,16,16,0,18
2023,7,16,16,15,16
2023,7,16,16,30,18
2023,7,16,16,45,20
2023,7,17,16,0,22
2023,7,17,16,15,26
2023,7,17,16,30,22
2023,7,17,16,45,22
2023,7,19,16,45,16
2023,7,25,16,0,16
2023,7,25,16,30,15
2023,7,25,16,45,19
2023,7,10,21,0,18
2023,7,10,21,15,15
2023,7,10,21,30,16
2023,7,10,21,45,16
2023,7,2,15,0,16
2023,7,2,15,15,18
2023,7,2,15,30,15
2023,7,2,15,45,16
2023,7,10,15,30,15
2023,7,10,15,45,18
2023,7,16,15,0,19
2023,7,16,15,15,19
2023,7,16,15,30,20
2023,7,16,15,45,19
2023,7,17,15,0,18
2023,7,17,15,15,16
2023,7,17,15,30,17
2023,7,17,15,45,16
2023,7,19,15,0,20
2023,7,19,15,15,18
2023,7,19,15,30,15
2023,7,19,15,45,17
2023,7,25,15,15,15
2023,7,25,15,30,18
2023,7,25,15,45,19
2023,7,28,15,0,19
2023,7,28,15,15,16
2023,7,28,15,30,16
2023,7,28,15,45,18
2023,7,2,14,45,15
2023,7,16,14,45,17
2023,7,17,14,15,15
2023,7,17,14,30,18
2023,7,17,14,45,18
2023,7,19,14,45,16
2023,7,28,14,0,21
2023,7,28,14,15,22
2023,7,28,14,30,21
2023,7,28,14,45,21
2023,7,2,17,0,20
2023,7,2,17,15,24
2023,7,2,17,30,25
2023,7,2,17,45,27
2023,7,5,17,0,18
2023,7,5,17,15,17
2023,7,5,17,30,19
2023,7,5,17,45,23
2023,7,10,17,0,23
2023,7,10,17,15,23
2023,7,10,17,30,22
2023,7,10,17,45,22
2023,7,16,17,0,19
2023,7,16,17,15,20
2023,7,16,17,30,20
2023,7,16,17,45,15
2023,7,17,17,0,22
2023,7,17,17,15,19
2023,7,17,17,30,19
2023,7,17,17,45,18
2023,7,19,17,15,16
2023,7,19,17,45,15
2023,7,25,17,0,21
2023,7,25,17,15,17
2023,7,25,17,30,17
2023,7,25,17,45,16
2023,7,2,19,0,20
2023,7,2,19,15,20
2023,7,2,19,30,16
2023,7,5,19,15,15
2023,7,10,19,0,21
2023,7,10,19,15,20
2023,7,10,19,30,20
2023,7,10,19,45,22
2023,7,17,19,0,15
2023,7,17,19,15,17
2023,7,17,19,45,15
2023,7,2,20,30,15
2023,7,5,20,30,15
2023,7,10,20,0,19
2023,7,10,20,15,17
2023,7,10,20,30,19
2023,7,10,20,45,16
2023,7,17,20,0,16
2023,7,17,20,15,15
2023,7,2,18,0,22
2023,7,2,18,15,20
2023,7,2,18,30,22
2023,7,2,18,45,17
2023,7,5,18,0,22
2023,7,5,18,15,24
2023,7,5,18,30,15
2023,7,10,18,0,21
2023,7,10,18,15,23
2023,7,10,18,30,21
2023,7,10,18,45,19
2023,7,17,18,0,17
2023,7,17,18,15,15
2023,7,17,18,30,16
2023,7,25,18,0,15
2023,8,19,9,0,15
2023,8,19,9,30,17
2023,8,17,13,45,20
2023,8,24,13,0,16
2023,8,12,15,0,15
2023,8,12,15,15,15
2023,8,14,15,15,16
2023,8,14,15,30,15
2023,8,17,15,0,19
2023,8,17,15,15,21
2023,8,17,15,30,17
2023,8,17,15,45,20
2023,8,18,15,0,17
2023,8,18,15,15,17
2023,8,18,15,45,16
2023,8,19,15,15,16
2023,8,19,15,30,18
2023,8,19,15,45,21
2023,8,20,15,0,16
2023,8,20,15,15,16
2023,8,20,15,30,15
2023,8,20,15,45,17
2023,8,21,15,0,15
2023,8,21,15,15,18
2023,8,21,15,30,19
2023,8,21,15,45,19
2023,8,22,15,15,16
2023,8,22,15,45,18
2023,8,23,15,30,18
2023,8,23,15,45,20
2023,8,17,14,0,18
2023,8,17,14,15,18
2023,8,17,14,30,20
2023,8,17,14,45,20
2023,8,18,14,45,19
2023,8,22,14,30,16
2023,8,9,16,45,16
2023,8,12,16,0,16
2023,8,12,16,15,19
2023,8,12,16,30,20
2023,8,12,16,45,15
2023,8,14,16,15,16
2023,8,17,16,0,17
2023,8,17,16,15,19
2023,8,17,16,30,23
2023,8,17,16,45,25
2023,8,18,16,0,15
2023,8,18,16,15,17
2023,8,18,16,30,19
2023,8,18,16,45,16
2023,8,19,16,0,21
2023,8,19,16,15,25
2023,8,19,16,30,25
2023,8,19,16,45,25
2023,8,20,16,0,15
2023,8,20,16,15,18
2023,8,20,16,30,23
2023,8,20,16,45,23
2023,8,21,16,0,17
2023,8,21,16,15,17
2023,8,21,16,30,18
2023,8,22,16,0,21
2023,8,22,16,15,17
2023,8,22,16,30,16
2023,8,22,16,45,17
2023,8,23,16,0,21
2023,8,23,16,15,20
2023,8,23,16,30,25
2023,8,23,16,45,19
2023,8,28,16,45,15
2023,8,17,21,0,20
2023,8,17,21,15,17
2023,8,17,21,45,17
2023,8,21,21,0,16
2023,8,21,21,15,15
2023,8,21,21,30,15
2023,8,23,21,15,16
2023,8,23,21,30,16
2023,8,23,21,45,15
2023,8,8,17,30,15
2023,8,8,17,45,16
2023,8,9,17,30,15
2023,8,12,17,0,15
2023,8,17,17,0,25
2023,8,17,17,15,22
2023,8,17,17,30,23
2023,8,17,17,45,19
2023,8,18,17,30,16
2023,8,18,17,45,21
2023,8,19,17,0,22
2023,8,19,17,15,24
2023,8,19,17,30,26
2023,8,19,17,45,24
2023,8,20,17,0,21
2023,8,20,17,15,17
2023,8,20,17,30,21
2023,8,20,17,45,15
2023,8,21,17,0,16
2023,8,22,17,0,17
2023,8,22,17,15,21
2023,8,22,17,30,15
2023,8,22,17,45,18
2023,8,23,17,0,19
2023,8,23,17,15,21
2023,8,23,17,30,19
2023,8,23,17,45,21
2023,8,9,18,15,16
2023,8,9,18,45,17
2023,8,12,18,30,15
2023,8,12,18,45,18
2023,8,17,18,0,19
2023,8,17,18,15,17
2023,8,17,18,30,17
2023,8,17,18,45,23
2023,8,18,18,0,23
2023,8,18,18,15,20
2023,8,18,18,30,19
2023,8,18,18,45,16
2023,8,19,18,0,22
2023,8,19,18,15,24
2023,8,19,18,30,22
2023,8,19,18,45,19
2023,8,20,18,15,18
2023,8,20,18,30,18
2023,8,21,18,15,15
2023,8,21,18,30,15
2023,8,22,18,0,19
2023,8,22,18,15,22
2023,8,22,18,30,22
2023,8,22,18,45,16
2023,8,23,18,0,19
2023,8,23,18,15,20
2023,8,23,18,30,18
2023,8,23,18,45,22
2023,8,28,18,15,16
2023,8,28,18,30,15
2023,8,9,19,0,21
2023,8,9,19,15,18
2023,8,9,19,30,17
2023,8,9,19,45,18
2023,8,17,19,0,20
2023,8,17,19,15,16
2023,8,17,19,30,19
2023,8,17,19,45,18
2023,8,18,19,0,18
2023,8,18,19,15,16
2023,8,18,19,30,18
2023,8,18,19,45,16
2023,8,19,19,0,18
2023,8,19,19,15,16
2023,8,23,19,0,20
2023,8,23,19,15,19
2023,8,23,19,30,15
2023,8,23,19,45,16
2023,8,28,19,0,15
2023,8,28,19,30,16
2023,8,28,19,45,18
2023,8,9,20,0,17
2023,8,9,20,15,15
2023,8,12,20,30,16
2023,8,17,20,0,20
2023,8,17,20,15,19
2023,8,17,20,30,22
2023,8,17,20,45,19
2023,8,18,20,0,15
2023,8,21,20,45,16
2023,8,28,20,0,16
2023,8,12,22,30,16
2023,8,12,22,45,17
2023,8,12,23,30,15
2023,8,12,23,45,15
2023,8,23,23,15,15
2023,9,10,2,0,15
2023,9,17,13,45,17
2023,9,22,13,0,15
2023,9,22,13,45,17
2023,9,22,12,0,15
2023,9,22,12,45,17
2023,9,15,14,15,20
2023,9,15,14,30,20
2023,9,22,14,0,15
2023,9,22,14,30,18
2023,9,22,14,45,18
2023,9,1,16,15,15
2023,9,1,16,30,19
2023,9,1,16,45,16
2023,9,2,16,45,16
2023,9,15,16,15,16
2023,9,15,16,30,18
2023,9,15,16,45,17
2023,9,17,16,0,17
2023,9,20,16,0,16
2023,9,20,16,15,15
2023,9,20,16,30,17
2023,9,20,16,45,18
2023,9,21,16,15,18
2023,9,21,16,30,21
2023,9,21,16,45,19
2023,9,22,16,0,27
2023,9,22,16,15,26
2023,9,22,16,30,27
2023,9,22,16,45,26
2023,9,23,16,45,15
2023,9,15,15,0,17
2023,9,15,15,15,17
2023,9,15,15,30,20
2023,9,15,15,45,17
2023,9,17,15,0,19
2023,9,17,15,15,19
2023,9,17,15,30,16
2023,9,17,15,45,20
2023,9,20,15,45,16
2023,9,22,15,0,22
2023,9,22,15,15,21
2023,9,22,15,30,24
2023,9,22,15,45,24
2023,9,1,17,0,16
2023,9,1,17,15,15
2023,9,1,17,30,16
2023,9,1,17,45,16
2023,9,15,17,0,15
2023,9,15,17,15,21
2023,9,15,17,30,23
2023,9,15,17,45,26
2023,9,17,17,15,17
2023,9,17,17,30,18
2023,9,17,17,45,17
2023,9,20,17,15,16
2023,9,21,17,0,18
2023,9,22,17,0,22
2023,9,22,17,15,20
2023,9,22,17,30,22
2023,9,22,17,45,21
2023,9,23,17,15,17
2023,9,23,17,45,15
2023,9,30,17,30,15
2023,9,15,21,0,16
2023,9,15,21,15,17
2023,9,23,21,0,18
2023,9,23,21,15,15
2023,9,1,18,0,19
2023,9,1,18,15,17
2023,9,1,18,30,16
2023,9,1,18,45,15
2023,9,2,18,15,15
2023,9,15,18,0,23
2023,9,15,18,15,23
2023,9,15,18,30,20
2023,9,15,18,45,19
2023,9,17,18,0,17
2023,9,17,18,15,15
2023,9,22,18,0,20
2023,9,22,18,15,15
2023,9,22,18,30,16
2023,9,22,18,45,16
2023,9,23,18,0,15
2023,9,23,18,15,16
2023,9,23,18,30,16
2023,9,23,18,45,16
2023,9,30,18,0,15
2023,9,30,18,15,17
2023,9,30,18,30,15
2023,9,2,19,15,16
2023,9,12,19,0,16
2023,9,15,19,0,19
2023,9,15,19,15,18
2023,9,15,19,30,20
2023,9,15,19,45,22
2023,9,17,19,15,15
2023,9,22,19,0,17
2023,9,22,19,15,20
2023,9,22,19,30,18
2023,9,22,19,45,16
2023,9,23,19,0,19
2023,9,23,19,30,16
2023,9,30,19,0,15
2023,9,2,20,45,15
2023,9,15,20,0,22
2023,9,15,20,15,22
2023,9,15,20,30,20
2023,9,15,20,45,17
2023,9,23,20,0,17
2023,9,23,20,15,18
2023,9,23,20,30,18
2023,9,23,20,45,19
2024,6,27,0,0,15
2024,6,27,0,15,16
2024,6,27,0,30,17
2024,6,27,0,45,17
2024,6,25,1,45,15
2024,6,7,15,45,15
2024,6,13,15,0,15
2024,6,16,15,0,17
2024,6,16,15,15,17
2024,6,16,15,30,19
2024,6,16,15,45,16
2024,6,17,15,0,16
2024,6,17,15,15,15
2024,6,17,15,30,15
2024,6,24,15,0,15
2024,6,24,15,45,16
2024,6,26,15,45,15
2024,6,13,14,0,20
2024,6,13,14,30,16
2024,6,13,14,45,15
2024,6,18,14,0,15
2024,6,1,16,15,16
2024,6,1,16,30,19
2024,6,1,16,45,17
2024,6,13,16,0,20
2024,6,13,16,15,19
2024,6,13,16,30,15
2024,6,13,16,45,18
2024,6,16,16,0,17
2024,6,16,16,15,18
2024,6,16,16,30,15
2024,6,16,16,45,21
2024,6,19,16,30,15
2024,6,19,16,45,15
2024,6,24,16,0,15
2024,6,24,16,15,15
2024,6,24,16,30,17
2024,6,26,16,0,20
2024,6,26,16,15,23
2024,6,26,16,30,23
2024,6,26,16,45,19
2024,6,13,13,0,19
2024,6,13,13,15,19
2024,6,13,13,30,20
2024,6,13,13,45,20
2024,6,13,12,0,15
2024,6,13,12,30,18
2024,6,13,12,45,20
2024,6,1,17,0,16
2024,6,1,17,30,16
2024,6,13,17,0,21
2024,6,13,17,15,19
2024,6,13,17,30,17
2024,6,13,17,45,20
2024,6,16,17,0,19
2024,6,16,17,15,16
2024,6,16,17,30,18
2024,6,16,17,45,21
2024,6,19,17,15,17
2024,6,19,17,30,18
2024,6,24,17,30,16
2024,6,26,17,0,20
2024,6,26,17,15,21
2024,6,26,17,30,29
2024,6,26,17,45,28
2024,6,13,19,0,19
2024,6,13,19,15,18
2024,6,13,19,30,19
2024,6,13,19,45,20
2024,6,14,19,15,17
2024,6,16,19,0,16
2024,6,24,19,0,17
2024,6,26,19,0,23
2024,6,26,19,15,21
2024,6,26,19,30,19
2024,6,26,19,45,17
2024,6,13,18,0,17
2024,6,13,18,15,23
2024,6,13,18,30,22
2024,6,13,18,45,20
2024,6,14,18,30,15
2024,6,14,18,45,15
2024,6,16,18,0,17
2024,6,16,18,45,16
2024,6,19,18,0,15
2024,6,24,18,30,15
2024,6,24,18,45,16
2024,6,26,18,0,29
2024,6,26,18,15,25
2024,6,26,18,30,20
2024,6,26,18,45,21
2024,6,16,21,30,15
2024,6,16,21,45,17
2024,6,13,20,0,21
2024,6,13,20,15,18
2024,6,13,20,30,17
2024,6,24,20,15,15
2024,6,26,20,0,15
2024,6,26,20,15,18
2024,6,26,20,30,17
2024,6,16,22,15,16
2024,6,16,22,45,15
2024,6,26,22,0,16
2024,7,15,15,15,15
2024,7,15,15,30,18
2024,7,15,15,45,18
2024,7,16,15,45,15
2024,7,23,15,30,20
2024,7,23,15,45,21
2024,7,6,16,0,15
2024,7,6,16,30,17
