window,scale_km,model,persistence
3,9,0.07468635764071203,0.01103115950938473
9,27,0.08123734556345735,0.013480319362006913
25,75,0.09618821027930359,0.02415645712572762
49,147,0.11107925405455817,0.05425608397154302
81,243,0.1202042839782961,0.1075033192896497
121,363,0.12343304545229287,0.1781121154648443
