window,scale_km,model,persistence
3,9,0.11312835461486467,0.0275837374370116
9,27,0.11767962869526878,0.03482141319355765
25,75,0.1278119311786848,0.07156328594891867
49,147,0.13794347893149808,0.17727620728949084
81,243,0.14379520964363757,0.3272473556702788
121,363,0.14484776597810586,0.4493786175033871
