window,scale_km,model,persistence
3,9,0.11332330079669177,0.028400901372724795
9,27,0.11738156493019448,0.036451375532823425
25,75,0.12603821014314587,0.07999635476572317
49,147,0.13393276190900213,0.20534283202964204
81,243,0.13786425516155648,0.3711959432975431
121,363,0.13830144251740967,0.5001195566385785
