window,scale_km,model,persistence
3,9,0.09023994275925798,0.013143147478384739
9,27,0.09560336118383202,0.018395933843806573
25,75,0.1062915402355132,0.04754685063631676
49,147,0.11572925522304556,0.126503537659816
81,243,0.12101458382906893,0.2404800149515502
121,363,0.12210432514555067,0.3364532847690361
