window,scale_km,model,persistence
3,9,0.15881799811180464,0.3036236499602606
9,27,0.16582172918403143,0.37126287838076544
25,75,0.18037706360409664,0.5323940646760699
49,147,0.1922668432387688,0.6701436127951522
81,243,0.19652021708211156,0.754383123890531
121,363,0.19545183668019497,0.8044516441485442
