window,scale_km,model,persistence
3,9,0.1122098762027649,0.02849179212001904
9,27,0.11681464213372271,0.036162314269831776
25,75,0.1269633332901027,0.07510886921275953
49,147,0.13683143009704352,0.18172147263077598
81,243,0.14230680053348393,0.32722716775876787
121,363,0.14312133088164622,0.44487498970907796
