window,scale_km,model,persistence
3,9,0.1577343633477687,0.2688397554808255
9,27,0.16511620711729846,0.33368429161422947
25,75,0.17982579784535938,0.49890390523665
49,147,0.19147856882672476,0.6416554505265608
81,243,0.19563077908197335,0.7254141249149405
121,363,0.1942617552631321,0.7756873035217192
