window,scale_km,model,persistence
3,9,0.09158757521106968,0.008059882534240451
9,27,0.09741840394494215,0.010068121778185671
25,75,0.11053596343232228,0.019573379407531108
49,147,0.12353360366606299,0.047903585985181504
81,243,0.1316016191770679,0.10752833789949312
121,363,0.1347154366023198,0.1935435032874931
