window,scale_km,model,persistence
3,9,0.10916395005699513,0.035432130133319625
9,27,0.11432770557921147,0.044595466667805554
25,75,0.1252531499554932,0.08704136189118021
49,147,0.13523508529849373,0.18631846535316215
81,243,0.14039748052636525,0.3144878824097755
121,363,0.14076715952289373,0.4198821334438373
