window,scale_km,model,persistence
3,9,0.08559736202205229,0.03520685480675671
9,27,0.09091845266474988,0.04376956567848363
25,75,0.1023235257339329,0.07953971026211015
49,147,0.11239393328942061,0.16216216333672645
81,243,0.11719304801677455,0.267999904702534
121,363,0.11733678078900191,0.3536435868012227
