window,scale_km,model,persistence
3,9,0.0948118619479205,0.008441090360110872
9,27,0.09914443280141778,0.01055665766591824
25,75,0.10896405210119914,0.02086844362792874
49,147,0.11915307926032988,0.052903112910890726
81,243,0.12582826831187574,0.12363043101032582
121,363,0.1285675511423799,0.22875344023438518
