window,scale_km,model,persistence
3,9,0.09501314561629684,0.009818935492609628
9,27,0.09963635828150649,0.012223418091883806
25,75,0.11005550462643653,0.022597094259441744
49,147,0.12070222022199588,0.054002714871359
81,243,0.1275234784772628,0.12260507108539528
121,363,0.1302463227190426,0.22280879603896137
