window,scale_km,model,persistence
3,9,0.11056324852288497,0.011626928253583265
9,27,0.11577537803940571,0.015717629311637404
25,75,0.12536896438648398,0.03782512079505257
49,147,0.13262663276118772,0.10168022535709388
81,243,0.13606122718468308,0.20362939267436334
121,363,0.1364696583473355,0.2953286882064829
