window,scale_km,model,persistence
3,9,0.09747468055860875,0.01429748543579446
9,27,0.1025378619486754,0.019791767422795488
25,75,0.11218103785594438,0.04466869625920102
49,147,0.12014626532155734,0.11144835385634744
81,243,0.12458757161190064,0.21886080866660626
121,363,0.1256902198051483,0.31490100178589603
