window,scale_km,model,persistence
3,9,0.0844461330868984,0.02470149170431676
9,27,0.09000991960458518,0.03182502222730095
25,75,0.10180632349848776,0.06805624979254837
49,147,0.11217958043103657,0.15229191248700313
81,243,0.11711608303590901,0.2639527598055014
121,363,0.11709083090711281,0.3574408944148181
