window,scale_km,model,persistence
3,9,0.10204821214267303,0.00583485066451095
9,27,0.10595293877052522,0.00750850000189864
25,75,0.1143298756787728,0.015283766732617644
49,147,0.12218590682550351,0.03795985007446854
81,243,0.1265710306200109,0.08947091306539981
121,363,0.12789997948906803,0.17413522309357543
