window,scale_km,model,persistence
3,9,0.08142008784079093,0.006779638671189218
9,27,0.08755354857530309,0.008782103759529461
25,75,0.10048340633382473,0.01812921344862089
49,147,0.11282486769361698,0.04438410951343413
81,243,0.12096395396773792,0.096741128546349
121,363,0.12465899344641684,0.17198363228755228
