window,scale_km,model,persistence
3,9,0.1450977203808862,0.33073864164185246
9,27,0.1522386233972855,0.39278151641440723
25,75,0.16816588611547578,0.5299561964828733
49,147,0.18292001107687375,0.6464352419718709
81,243,0.18987195662691309,0.7183775502004359
121,363,0.1895145802932239,0.7605077958963858
