window,scale_km,model,persistence
3,9,0.1117719114883876,0.028635060240088925
9,27,0.11612000635029779,0.03595065434778841
25,75,0.12574040025689914,0.07494087674419757
49,147,0.13529460176570182,0.18633648484770715
81,243,0.14080071650752649,0.34327447847221854
121,363,0.14180671183354782,0.4678471056548713
