window,scale_km,model,persistence
3,9,0.14830968902495625,0.30562392724378673
9,27,0.15524625431105016,0.3628635588696408
25,75,0.17109953983019022,0.5015144026078113
49,147,0.1867519089613076,0.6213177468834897
81,243,0.19456624345973936,0.6958158528057343
121,363,0.19452327228078992,0.7431895664262408
