window,scale_km,model,persistence
3,9,0.10740557662833639,0.03632551265480154
9,27,0.11216589807986728,0.04592029864406864
25,75,0.12230437568104544,0.0894370907471994
49,147,0.1315728970181562,0.19009363427456988
81,243,0.1363085938300824,0.323342565763079
121,363,0.1366361221798249,0.43499242380627295
