window,scale_km,model,persistence
3,9,0.1146550376529982,0.0027149742158468185
9,27,0.11958746119496153,0.003588906987110657
25,75,0.129374364014319,0.007911108024775316
49,147,0.13753129382667398,0.022428543539882963
81,243,0.1416160764353296,0.05790480178944833
121,363,0.14282776732513466,0.11543848145794976
