window,scale_km,model,persistence
3,9,0.1106801943496665,0.03139955533749118
9,27,0.11479162015591485,0.03957712834514865
25,75,0.12386080839324379,0.08060111041852774
49,147,0.13269188326658024,0.1938684159935565
81,243,0.1375042229489124,0.35127928322246593
121,363,0.13813192349313008,0.47559794082351803
