window,scale_km,model,persistence
3,9,0.1180777117752896,0.24356595363160027
9,27,0.1262783519411109,0.2967750760603673
25,75,0.14381573087886698,0.4241588311071967
49,147,0.15785703039167845,0.5344108951633435
81,243,0.16294659181058121,0.6046055619387264
121,363,0.16121972187208675,0.6500613690023546
