window,scale_km,model,persistence
3,9,0.08952588362784364,0.008160183121633571
9,27,0.09526069101510987,0.010553701593821173
25,75,0.10669324582188441,0.020833451183377018
49,147,0.11674436044692701,0.04773030841706075
81,243,0.12310702293053424,0.09839034694545774
121,363,0.1259811732135992,0.16855386993459026
