window,scale_km,model,persistence
3,9,0.14416467518861734,0.316081741072441
9,27,0.15164538436449337,0.37577448329743035
25,75,0.16852272783852718,0.5105475706411643
49,147,0.18423465660723978,0.6249959403936763
81,243,0.19166596257179003,0.6995594438523475
121,363,0.19132557289275348,0.7454888813009252
