window,scale_km,model,persistence
3,9,0.08496743925178658,0.019035673497699815
9,27,0.0907706881328546,0.025527755295184806
25,75,0.10330209304116134,0.06094323722045579
49,147,0.11469949288002516,0.14632428484191087
81,243,0.12025704984025053,0.2574934309528126
121,363,0.1203015317107238,0.35015458525266296
