window,scale_km,model,persistence
3,9,0.114227452918714,0.21755237848576003
9,27,0.12308616696151614,0.2709509617575055
25,75,0.1422435573581036,0.40975263162266284
49,147,0.1578449432764538,0.5291162701568962
81,243,0.16377060564610157,0.6024840572880317
121,363,0.16222959236523246,0.6477063011067762
