window,scale_km,model,persistence
3,9,0.11027637135920287,0.031241829705212564
9,27,0.11428530788946821,0.03937507676320627
25,75,0.12312138986308029,0.0819366766086954
49,147,0.13175825342286526,0.20373303170618234
81,243,0.1365534908742272,0.3663796583332275
121,363,0.13736281268167203,0.4925367389223633
