window,scale_km,model,persistence
3,9,0.11829867235469387,0.01005020600463159
9,27,0.12337684267684994,0.013888048942391837
25,75,0.1328314105319044,0.03588161791876295
49,147,0.13985729338038497,0.10354433211230879
81,243,0.14259208541311527,0.2086708517408719
121,363,0.14233900517114825,0.30154782852572953
