window,scale_km,model,persistence
3,9,0.0730927282108286,0.008251965988522972
9,27,0.07878834675888235,0.010829337908130053
25,75,0.0916885793977569,0.021764939504972967
49,147,0.1045567820365017,0.04670337952100989
81,243,0.1128094053383169,0.09081838416570548
121,363,0.11602246730337193,0.15483805004979082
