window,scale_km,model,persistence
3,9,0.10920604133708567,0.030667276126184237
9,27,0.11384892314101462,0.03891655851565151
25,75,0.12402645638251746,0.080995317549844
49,147,0.1337617800938975,0.1893685410179907
81,243,0.13906408696582614,0.3342611798532695
121,363,0.13990855751988868,0.44696662236819035
