window,scale_km,model,persistence
3,9,0.09235700071249542,0.008585094914963445
9,27,0.09739849828359619,0.010651770198619308
25,75,0.10871751701365369,0.02064714702717007
49,147,0.12012354395077562,0.05144490388275224
81,243,0.12737271868678568,0.11694266197182128
121,363,0.13027326477800852,0.21294418605413495
