window,scale_km,model,persistence
3,9,0.12272179670003726,0.017943695544254866
9,27,0.12721021266242016,0.02365930873983126
25,75,0.13622380152155072,0.05717651378012207
49,147,0.14366760653450988,0.1639317303992142
81,243,0.14686685949650113,0.3118864400943264
121,363,0.14690901047171734,0.43222713496589094
