window,scale_km,model,persistence
3,9,0.1021017829790023,0.042608026421377
9,27,0.10771493569946243,0.05312988974934221
25,75,0.11983800387685382,0.0986800370791863
49,147,0.13107461982626437,0.20280740409666584
81,243,0.13654718651136086,0.32920245165324513
121,363,0.13672491961788047,0.4269334441477611
