window,scale_km,model,persistence
3,9,0.10835730447552343,0.037300377713689555
9,27,0.11391889032713647,0.04674855594035396
25,75,0.12575085048106785,0.08949578445240554
49,147,0.13645819776573365,0.19111189317742408
81,243,0.14191335265465344,0.3217604737218076
121,363,0.14210296062137162,0.4229131228288313
