window,scale_km,model,persistence
3,9,0.13107543876532185,0.18389582557803674
9,27,0.13950580029283852,0.23763153446112692
25,75,0.1555623067512283,0.38767703763268047
49,147,0.16752481713317555,0.5147842025429608
81,243,0.17157028865214421,0.5897043799962477
121,363,0.16970414232813694,0.635337728670169
