window,scale_km,model,persistence
3,9,0.0956626294847554,0.006795512062743346
9,27,0.0994221465509977,0.008900562212484819
25,75,0.1078060032563323,0.019011495142676988
49,147,0.11627514313242936,0.047775409357644856
81,243,0.12150848793234559,0.11198550892413081
121,363,0.12346742753679436,0.2118832378293614
