window,scale_km,model,persistence
3,9,0.07922209644562947,0.006403331669980425
9,27,0.08518534596781834,0.008270383796013114
25,75,0.09877196060172608,0.018148706379488136
49,147,0.11239925468783,0.04475076027603813
81,243,0.12117207699592089,0.09629476013551595
121,363,0.12487473383311955,0.16977104800862175
