window,scale_km,model,persistence
3,9,0.13613791648648643,0.2934689287101748
9,27,0.14458038173575993,0.3520472320754623
25,75,0.1633000755975453,0.4872072723710284
49,147,0.18023171261844445,0.5992841462009438
81,243,0.1874700422187591,0.6696929679343141
121,363,0.18642459723829885,0.7130921152488557
