window,scale_km,model,persistence
3,9,0.11534003955712543,0.0025620222894097355
9,27,0.11991628074213431,0.003345915773726689
25,75,0.12937030556825047,0.007235646469447091
49,147,0.1376148753528625,0.020175769184927906
81,243,0.1417670234865807,0.0542640867024009
121,363,0.14289906112931774,0.11339808739738562
