window,scale_km,model,persistence
3,9,0.22891931278803762,0.20505014940367008
9,27,0.25182631436777314,0.2603601494195346
25,75,0.2997303924645535,0.41554954259481636
49,147,0.3313663337423731,0.5452570382473254
81,243,0.335716061426167,0.6228442438749037
121,363,0.329854306029395,0.670007503848945
