window,scale_km,model,persistence
3,9,0.25506074390656847,0.18389582557803674
9,27,0.2783467349368854,0.2376315344611269
25,75,0.3213190231906434,0.38767703763268047
49,147,0.34568214968906613,0.5147842025429608
81,243,0.34584071997977456,0.5897043799962477
121,363,0.3372276363100106,0.635337728670169
