window,scale_km,model,persistence
3,9,0.1090699393303662,0.0071071470625499004
9,27,0.11965536040243646,0.00906448457859648
25,75,0.14511796618722156,0.01959169549042506
49,147,0.17201981566960517,0.04823963947524359
81,243,0.18875102606156133,0.10599880620955748
121,363,0.19480378446971433,0.1885076574302451
