window,scale_km,model,persistence
3,9,0.09937567490934843,0.008566313297062771
9,27,0.11122982031789015,0.010614777943409372
25,75,0.1394305523385967,0.019169307607703828
49,147,0.16957871057722737,0.045126049846577684
81,243,0.18983462107506321,0.09866158931384839
121,363,0.19813276946234515,0.17541588188608803
