window,scale_km,model,persistence
3,9,0.3099262154781125,0.3212125103147807
9,27,0.33267615298676667,0.38407383489997876
25,75,0.3812848396521558,0.5313750227523093
49,147,0.4186739406416534,0.6578422384878438
81,243,0.4279318277167387,0.7356437453493968
121,363,0.42332897986529583,0.7833365009284298
