window,scale_km,model,persistence
3,9,0.17835913954406685,0.012852685509136218
9,27,0.18891372542801377,0.017319657521708488
25,75,0.2096507252624715,0.04298333046512255
49,147,0.22550181686506804,0.12688756857055664
81,243,0.23018108597219109,0.25122402379797115
121,363,0.22676686086812908,0.3558261489691423
