window,scale_km,model,persistence
3,9,0.3052733429998959,0.3169433099353508
9,27,0.3271803232644785,0.37507639838935214
25,75,0.3752159182825438,0.5125692249204535
49,147,0.41399540294261095,0.631995716659966
81,243,0.4252149738055573,0.707043559533622
121,363,0.42230142565431045,0.7519545526410403
