window,scale_km,model,persistence
3,9,0.23682055864413307,0.2008377800281211
9,27,0.25978854541864044,0.255429734653212
25,75,0.30607712584346114,0.4102706699898785
49,147,0.33586477686546035,0.5428835701890484
81,243,0.33847787556340675,0.6185419831308466
121,363,0.33086278827457555,0.6648595187258675
