window,scale_km,model,persistence
3,9,0.09278898339586321,0.01103115950938473
9,27,0.10429077623758995,0.013480319362006913
25,75,0.1324592557536628,0.024156457125727622
49,147,0.16173560979091292,0.05425608397154303
81,243,0.1798857231548351,0.1075033192896497
121,363,0.18618081465270409,0.1781121154648443
