window,scale_km,model,persistence
3,9,0.1733721952564819,0.027583737437011598
9,27,0.18370151674666424,0.03482141319355766
25,75,0.20692783725894842,0.07156328594891868
49,147,0.22906864481167236,0.17727620728949084
81,243,0.23857134456089354,0.3272473556702788
121,363,0.2362559656671255,0.4493786175033871
