window,scale_km,model,persistence
3,9,0.12345153359763716,0.009036560479728353
9,27,0.1340445928697712,0.011186489175479658
25,75,0.1592086683544842,0.02160808749762086
49,147,0.18603934986091966,0.051393811442750084
81,243,0.20280853630253237,0.1147914876904101
121,363,0.20844556740189785,0.20745797819944134
