window,scale_km,model,persistence
3,9,0.13266121447403448,0.0070358873218534955
9,27,0.14441806082555106,0.00913342316703172
25,75,0.16907832884898025,0.01712256224896137
49,147,0.19108315824402394,0.0395528452161683
81,243,0.20393118004256974,0.08593615021583471
121,363,0.20912799461869613,0.15073027362936295
