window,scale_km,model,persistence
3,9,0.18488783646652068,0.02482833493925833
9,27,0.19508738565772438,0.03222161143914474
25,75,0.2163676076759816,0.07360336226392569
49,147,0.2340370317971959,0.19658234000530794
81,243,0.23967993237085508,0.3611440962894071
121,363,0.23601895593662645,0.49212134483857517
