window,scale_km,model,persistence
3,9,0.1724526079629571,0.030667276126184237
9,27,0.18328152745736587,0.03891655851565151
25,75,0.20739322309728317,0.080995317549844
49,147,0.22971865042460604,0.1893685410179907
81,243,0.23882324728430881,0.3342611798532695
121,363,0.23578497909687646,0.44696662236819035
