window,scale_km,model,persistence
3,9,0.17162072904041978,0.02863506024008892
9,27,0.1818237913463348,0.03595065434778841
25,75,0.20476742100086068,0.07494087674419758
49,147,0.22677996347933146,0.18633648484770715
81,243,0.23659130683610866,0.34327447847221854
121,363,0.23459237905678162,0.4678471056548713
