window,scale_km,model,persistence
3,9,0.12981268487771033,0.015110414918077002
9,27,0.1411782650266029,0.020779591521360035
25,75,0.1656403165921372,0.053679189181202944
49,147,0.18738969329076932,0.14134593662524841
81,243,0.1965114629864511,0.2575184882728108
121,363,0.19436050077989978,0.3515069892591398
