window,scale_km,model,persistence
3,9,0.1828120792039285,0.017951974880119285
9,27,0.1930300983842545,0.023670225350961627
25,75,0.21379917245833904,0.05720289005227115
49,147,0.23018268813892262,0.16400259078940924
81,243,0.23487953689388386,0.3120138520355248
121,363,0.2311898983610094,0.432404245532786
