window,scale_km,model,persistence
3,9,0.12332567992059466,0.0190939280963239
9,27,0.13440495419597537,0.025605798217166242
25,75,0.15862838639564267,0.06107857592319089
49,147,0.17928125473780004,0.14647512986893074
81,243,0.1870804325583955,0.25787776398802753
121,363,0.1840977737144403,0.35075044608374517
