window,scale_km,model,persistence
3,9,0.1644049597017148,0.03547814397339929
9,27,0.17577851788655047,0.04465296755213683
25,75,0.20107329936230756,0.08713517012734887
49,147,0.22493728969322765,0.18647127837175276
81,243,0.2355386982200421,0.3147402656831839
121,363,0.2335165226061981,0.4202262734358329
