window,scale_km,model,persistence
3,9,0.09788117713231789,0.006411645957062422
9,27,0.1081831167386944,0.008280812895182394
25,75,0.1329552988947366,0.018150580473435794
49,147,0.15883963411260352,0.0447359459241701
81,243,0.17533600368354313,0.09627404698646347
121,363,0.18188850448382948,0.16981067462608632
