window,scale_km,model,persistence
3,9,0.13192826506389332,0.010508142386723238
9,27,0.14130231550728575,0.013231861418027764
25,75,0.16371396908510324,0.024049290337232136
49,147,0.18798312977316606,0.055339979361595786
81,243,0.20312886847721498,0.12775067824806127
121,363,0.20775482225673347,0.23588721647236757
